index,Long,Lat,UTM_X,UTM_Y
0,127.07984069999999,37.5406761,330360.8309070907,4156586.4864506526
1,127.0798406,37.5406762,330360.82229826006,4156586.4977271045
2,127.07984069999999,37.540676,330360.83068042167,4156586.475354692
3,127.0798409,37.540676,330360.84835142107,4156586.4749937076
4,127.0798411,37.5406759,330360.86579575157,4156586.463536763
5,127.0798411,37.5406759,330360.86579575157,4156586.463536763
6,127.0798415,37.540675799999995,330360.9009110838,4156586.4517188356
7,127.0798418,37.5406757,330360.92719091405,4156586.4400813994
8,127.0798418,37.5406757,330360.92719091405,4156586.4400813994
9,127.0798421,37.5406756,330360.9534707444,4156586.428443962
10,127.07984219999999,37.5406756,330360.9623062442,4156586.42826347
11,127.0798425,37.5406756,330360.98881274567,4156586.427721994
12,127.0798425,37.5406757,330360.98903941445,4156586.438817955
13,127.0798428,37.5406759,330361.01599925105,4156586.4604683984
14,127.079843,37.5406763,330361.03457692533,4156586.504491256
15,127.0798433,37.5406767,330361.061990099,4156586.5483336197
16,127.0798435,37.5406773,330361.0810211102,4156586.6145483954
17,127.07984409999999,37.540678,330361.1356207897,4156586.6911371667
18,127.0798444,37.5406786,330361.16348729946,4156586.7571714516
19,127.0798447,37.540679499999996,330361.19203381427,4156586.8564936155
20,127.0798451,37.5406803,330361.22918916144,4156586.94453933
21,127.0798458,37.5406811,330361.2928510052,4156587.0320435693
22,127.0798461,37.540681899999996,330361.32117084943,4156587.1202697745
23,127.07984669999999,37.5406827,330361.3759971898,4156587.207954506
24,127.0798466,37.5406836,330361.36920170585,4156587.307998639
25,127.0798473,37.540684299999995,330361.43263687723,4156587.3844069173
26,127.07984789999999,37.5406852,330361.4876898831,4156587.48318761
27,127.07984809999999,37.540686099999995,330361.50740089366,4156587.582690267
28,127.0798483,37.5406869,330361.52688523574,4156587.6710969657
29,127.07984839999999,37.5406879,330361.53798741545,4156587.7818760755
30,127.0798487,37.5406887,330361.5663072573,4156587.870102281
31,127.07984929999999,37.5406893,330361.6206802546,4156587.9355950938
32,127.0798495,37.5406901,330361.6401645949,4156588.0240017916
33,127.0798499,37.5406908,330361.677093265,4156588.1009515477
34,127.07985009999999,37.5406915,330361.69635093655,4156588.1782622864
