latitude,longitude
37.541044899999996,127.07888299999999
37.541044899999996,127.07888299999999
37.541044899999996,127.07888299999999
37.541044899999996,127.07888299999999
37.541044899999996,127.07888299999999
37.541045,127.07888299999999
37.541045,127.0788829
37.541045,127.07888279999999
37.5410451,127.0788827
37.5410452,127.0788826
37.5410453,127.0788826
37.5410454,127.0788824
37.541045499999996,127.0788822
37.5410456,127.078882
37.5410456,127.07888179999999
37.5410458,127.07888159999999
37.5410458,127.07888129999999
37.5410459,127.07888129999999
37.5410462,127.0788815
37.5410464,127.0788817
37.5410465,127.0788817
37.5410468,127.0788814
37.5410472,127.07888109999999
37.5410476,127.07888039999999
37.5410481,127.0788798
37.5410484,127.078879
37.5410488,127.0788784
37.541049199999996,127.0788776
37.541049799999996,127.07887629999999
37.5410499,127.078875
37.5410501,127.07887389999999
37.541050299999995,127.0788719
37.5410506,127.0788707
37.5410507,127.07886939999999
37.5410507,127.078868
37.5410511,127.0788661
37.5410513,127.0788645
37.5410514,127.0788628
37.5410515,127.0788614
37.541051599999996,127.07885979999999
37.5410518,127.0788582
37.5410519,127.0788565
37.5410521,127.0788551
37.5410523,127.07885379999999
37.541052199999996,127.07885239999999
37.5410524,127.0788506
37.5410526,127.07884879999999
37.5410526,127.07884759999999
37.5410527,127.0788462
37.5410529,127.0788443
37.5410531,127.07884259999999
37.5410533,127.0788415
37.541053399999996,127.07884019999999
37.5410536,127.0788388
37.541053999999995,127.078837
37.5410543,127.0788353
37.5410544,127.07883389999999
37.5410545,127.07883249999999
37.541054599999995,127.07883079999999
37.5410548,127.0788291
37.541055,127.0788274
37.541055199999995,127.07882599999999
37.5410554,127.0788243
37.5410557,127.0788223
37.541055799999995,127.07882049999999
37.541055899999996,127.078819
37.541055799999995,127.07881719999999
37.541055799999995,127.0788152
37.541055899999996,127.0788135
37.541056,127.07881219999999
37.5410562,127.0788108
37.541056499999996,127.0788091
37.5410568,127.0788075
37.541057099999996,127.07880619999999
37.5410572,127.07880449999999
37.5410573,127.0788029
37.5410575,127.078801
37.5410578,127.0787993
37.5410579,127.0787979
37.541058,127.0787963
37.541058199999995,127.0787945
37.5410585,127.0787926
37.5410588,127.078791
37.5410588,127.07878919999999
37.541058899999996,127.07878749999999
37.5410591,127.07878559999999
37.5410593,127.0787841
37.5410596,127.0787828
37.5410598,127.0787809
37.541060099999996,127.07877909999999
37.5410603,127.0787773
37.5410605,127.0787756
37.5410606,127.07877409999999
37.5410606,127.07877239999999
37.541060699999996,127.07877049999999
37.541061,127.078769
37.541061299999996,127.0787677
37.5410615,127.0787659
37.5410616,127.07876429999999
37.5410618,127.07876239999999
37.541061899999995,127.07876089999999
37.541062,127.0787594
37.5410621,127.07875779999999
37.5410622,127.078756
37.5410623,127.0787546
37.5410626,127.07875329999999
37.5410628,127.07875159999999
37.541063,127.0787498
37.5410633,127.0787481
37.5410635,127.0787467
37.5410636,127.07874509999999
37.541063699999995,127.0787434
37.541063699999995,127.0787416
37.541063699999995,127.07874
37.541063799999996,127.0787386
37.541063799999996,127.0787369
37.5410639,127.07873509999999
37.541064,127.07873319999999
37.5410642,127.07873169999999
37.5410642,127.07873
37.541064399999996,127.0787283
37.541064399999996,127.0787264
37.541064399999996,127.0787247
37.5410645,127.0787234
37.5410646,127.0787216
37.5410648,127.0787199
37.541064999999996,127.078718
37.5410651,127.0787165
37.541064999999996,127.0787149
37.541064899999995,127.0787132
37.541064899999995,127.07871139999999
37.541064999999996,127.0787098
37.541064999999996,127.07870829999999
37.5410652,127.0787065
37.5410653,127.0787048
37.541065499999995,127.07870279999999
37.541065599999996,127.0787012
37.5410657,127.0786995
37.5410659,127.07869769999999
37.5410659,127.07869579999999
37.541066099999995,127.07869409999999
37.5410663,127.07869249999999
37.5410665,127.07869059999999
37.541066799999996,127.0786887
37.541067,127.0786868
37.5410671,127.07868529999999
37.5410672,127.07868339999999
37.5410673,127.07868149999999
37.5410675,127.0786797
37.5410676,127.0786782
37.5410679,127.0786765
37.5410682,127.0786747
37.5410684,127.07867259999999
37.5410685,127.078671
37.5410685,127.07866929999999
37.541068599999996,127.0786674
37.541068599999996,127.0786655
37.5410688,127.0786638
37.541069,127.0786625
37.5410691,127.0786607
37.5410693,127.0786588
37.5410694,127.0786569
37.5410695,127.07865539999999
37.5410696,127.07865369999999
37.5410699,127.07865179999999
37.5410701,127.07865009999999
37.5410703,127.0786485
37.5410706,127.0786471
37.541070999999995,127.07864509999999
37.5410714,127.07864319999999
37.541071699999996,127.0786414
37.5410719,127.07863979999999
37.541072199999995,127.07863789999999
37.5410724,127.07863599999999
37.5410725,127.07863409999999
37.541072799999995,127.0786327
37.5410731,127.0786309
37.5410733,127.07862879999999
37.5410737,127.07862689999999
37.5410739,127.07862519999999
37.541074,127.0786234
37.5410742,127.0786215
37.5410743,127.07861949999999
37.5410745,127.0786179
37.541074699999996,127.07861609999999
37.5410749,127.07861419999999
37.541075,127.07861229999999
37.5410752,127.0786103
37.541075299999996,127.0786088
37.5410754,127.0786067
37.5410756,127.07860459999999
37.5410758,127.0786028
37.541076,127.0786012
37.5410762,127.07859939999999
37.5410763,127.0785975
37.5410766,127.0785956
37.5410766,127.0785939
37.5410767,127.0785921
37.5410768,127.0785901
37.541077,127.0785882
37.5410774,127.07858669999999
37.541077699999995,127.07858499999999
37.5410781,127.078583
37.541078399999996,127.0785811
37.5410786,127.0785796
37.5410787,127.07857779999999
37.5410787,127.0785758
37.5410788,127.07857399999999
37.5410791,127.0785722
37.5410793,127.07857089999999
37.541079599999996,127.0785691
37.5410799,127.0785672
37.541080099999995,127.07856539999999
37.5410803,127.0785638
37.5410803,127.07856179999999
37.5410805,127.0785598
37.5410806,127.07855789999999
37.541080799999996,127.0785564
37.5410811,127.0785547
37.5410812,127.07855269999999
37.5410815,127.0785507
37.5410817,127.0785488
37.5410819,127.0785471
37.541081999999996,127.0785452
37.5410821,127.0785434
37.5410823,127.0785418
37.5410827,127.07854049999999
37.541083,127.0785389
37.5410835,127.07853709999999
37.5410837,127.07853519999999
37.5410839,127.0785336
37.5410842,127.0785318
37.5410845,127.07852989999999
37.5410847,127.07852799999999
37.5410849,127.07852659999999
37.5410852,127.07852489999999
37.5410855,127.0785231
37.5410858,127.0785212
37.541086,127.07851939999999
37.5410861,127.07851749999999
37.5410864,127.07851559999999
37.541086799999995,127.0785138
37.5410871,127.0785121
37.541087499999996,127.0785106
37.5410879,127.07850889999999
37.5410883,127.07850719999999
37.5410885,127.0785057
37.541088699999996,127.0785042
37.541089,127.0785025
37.5410894,127.07850069999999
37.54109,127.0784975
37.5410901,127.0784958
37.5410904,127.07849399999999
37.5410906,127.07849209999999
37.541091,127.0784905
37.5410914,127.0784889
37.5410918,127.07848729999999
37.541092299999995,127.07848539999999
37.5410928,127.0784838
37.5410933,127.0784826
37.5410938,127.0784808
37.5410943,127.0784791
37.541094799999996,127.07847729999999
37.5410952,127.0784759
37.5410957,127.07847419999999
37.5410962,127.0784726
37.5410967,127.0784709
37.5410973,127.0784697
37.541098,127.0784685
37.5410987,127.07846699999999
37.5410995,127.0784655
37.541100199999995,127.0784642
37.541100899999996,127.07846289999999
37.541101499999996,127.0784613
37.5411022,127.07845979999999
37.541103,127.0784583
37.5411036,127.07845719999999
37.5411044,127.0784561
37.5411052,127.0784547
37.5411061,127.0784534
37.541107,127.0784523
37.5411077,127.078451
37.5411084,127.0784496
37.5411092,127.07844829999999
37.5411101,127.07844709999999
37.5411107,127.07844619999999
37.5411116,127.07844499999999
37.5411125,127.0784439
37.5411134,127.07844259999999
37.5411141,127.07844139999999
37.541114799999995,127.07844019999999
37.5411157,127.07843899999999
37.5411164,127.0784376
37.541117299999996,127.0784365
37.541118,127.0784357
37.541118999999995,127.0784346
37.5411199,127.07843349999999
37.541121,127.07843229999999
37.5411219,127.07843109999999
37.541122699999995,127.07842989999999
37.5411235,127.0784285
37.5411244,127.0784271
37.5411253,127.078426
37.5411261,127.07842509999999
37.5411271,127.07842409999999
37.5411279,127.0784231
37.541129,127.0784218
37.5411298,127.0784206
37.541130599999995,127.0784193
37.5411314,127.07841789999999
37.541132399999995,127.0784166
37.5411332,127.0784157
37.541134199999995,127.07841479999999
37.5411351,127.07841359999999
37.5411362,127.0784123
37.5411374,127.0784111
37.5411383,127.0784099
37.541139199999996,127.0784087
37.5411402,127.07840759999999
37.5411413,127.07840689999999
37.5411423,127.0784063
37.5411433,127.07840569999999
37.5411445,127.0784049
37.541145799999995,127.0784041
37.5411469,127.07840329999999
37.541148,127.0784025
37.5411491,127.07840189999999
37.5411505,127.0784013
37.5411516,127.078401
37.5411526,127.07840069999999
37.541154,127.0784003
37.5411553,127.0784001
37.541156699999995,127.07839969999999
37.5411578,127.0783994
37.541159,127.07839899999999
37.5411603,127.0783987
37.541161699999996,127.0783984
37.541163,127.0783982
37.5411642,127.0783981
37.5411655,127.07839799999999
37.5411669,127.0783979
37.5411684,127.0783979
37.541169599999996,127.0783977
37.5411709,127.0783975
37.5411723,127.0783974
37.5411736,127.07839729999999
37.5411747,127.07839709999999
37.541176,127.0783972
37.5411773,127.07839729999999
37.5411788,127.0783975
37.5411802,127.07839759999999
37.5411815,127.07839759999999
37.5411828,127.07839779999999
37.541184099999995,127.0783979
37.5411856,127.0783981
37.5411868,127.0783984
37.541188,127.07839849999999
37.5411895,127.0783987
37.5411909,127.0783989
37.5411923,127.07839899999999
37.5411935,127.0783989
37.5411949,127.07839899999999
37.541196299999996,127.07839899999999
37.5411977,127.0783991
37.541199,127.07839919999999
37.5412003,127.0783994
37.5412016,127.07839969999999
37.5412031,127.07839999999999
37.5412045,127.0784001
37.5412058,127.07839999999999
37.5412071,127.0784001
37.5412086,127.0784001
37.5412099,127.0784003
37.5412112,127.0784006
37.5412125,127.0784008
